Branch Code,Branch Name,Product Type,Product Name,Scheme Name,Customer Id,Application ID,Application Type,Channel
173,HARIDWAR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156918,APHL000000114015,New Application,DIRECT
605,MEERUT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000186491,APHL000000132252,New Application,DIRECT
584,PANIPAT HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000200970,APHL000000138964,New Application,DIRECT
235,KALYAN,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000170971,APHL000000123945,New Application,DIRECT
34,DEHRADUN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202040,APHL000000139291,New Application,DIRECT
634,CHANDIGARH HL,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000195558,APHL000000136710,Balance Transfer without Top-up,Connector
523,TIRUNELVELI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000157282,APHL000000115432,New Application,DIRECT
55,VARANASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000202571,APHL000000139563,Top-up without Closure,DIRECT
560,FARIDKOT,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000199365,APHL000000135724,New Application,Connector
649,NEW DELHI HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000200028,APHL000000138372,New Application,Connector
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Commercial Purchase,GLBCUST00000179798,APHL000000127912,New Application,DIRECT
629,PITHAMPUR HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000198966,APHL000000137663,New Application,Connector
588,MYSORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200350,APHL000000138663,New Application,DIRECT
604,BAREILLY HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000188281,APHL000000131923,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000183423,APHL000000129901,New Application,DIRECT
605,MEERUT HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156434,APHL000000115457,New Application,DIRECT
573,Sanawad HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200368,APHL000000138895,New Application,DIRECT
569,VIRAR MUMBAI,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000190184,APHL000000133953,New Application,DIRECT
604,BAREILLY HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161701,APHL000000118147,New Application,Connector
691,KASHIPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000198063,APHL000000137280,Balance Transfer with Top-up,DIRECT
592,GWALIOR HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000187102,APHL000000132535,New Application,Connector
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000115807,APHL000000094646,New Application,DIRECT
415,RATLAM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000154478,APHL000000114432,New Application,DIRECT
244,PITAMPURA-NEW DELHI,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198551,APHL000000137353,New Application,Connector
665,ROORKEE HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000196423,APHL000000136014,New Application,Connector
399,GHAZIABAD,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203124,APHL000000140141,New Application,DIRECT
595,JALANDHAR HL,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000205212,APHL000000141425,Balance Transfer without Top-up,Connector
592,GWALIOR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000186520,APHL000000131221,New Application,Connector
638,JUNAGADH HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000192609,APHL000000129800,New Application,Connector
213,AMRITSAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000176615,APHL000000125588,New Application,Connector
523,TIRUNELVELI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203341,APHL000000140444,New Application,DIRECT
34,DEHRADUN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200917,APHL000000138996,New Application,DIRECT
474,SHUJALPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000202781,APHL000000139961,New Application,DIRECT
622,AGRA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000193828,APHL000000135911,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200827,APHL000000139119,New Application,DIRECT
139,YAMUNANAGAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000188329,APHL000000132709,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Extension,GLBCUST00000198809,APHL000000137360,New Application,Connector
258,L B NAGAR - HYDERABAD,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198253,APHL000000137426,New Application,Connector
596,KANPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000179582,APHL000000125365,New Application,DIRECT
622,AGRA HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000159218,APHL000000116704,New Application,Connector
55,VARANASI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000170474,APHL000000123515,New Application,DIRECT
214,PALANPUR,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000200656,APHL000000138075,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000150330,APHL000000110803,New Application,DIRECT
668,RAJAHMUNDRY HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000198266,APHL000000137274,New Application,Connector
214,PALANPUR,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000199499,APHL000000135997,New Application,DIRECT
55,VARANASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000200663,APHL000000137183,New Application,Connector
695,TENKASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000202446,APHL000000140013,Top-up without Closure,DIRECT
127,SALEM,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000191993,APHL000000134419,New Application,DIRECT
629,PITHAMPUR HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000195093,APHL000000134949,New Application,DIRECT
603,Ayodhya HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000149381,APHL000000110810,New Application,DIRECT
136,KARIMNAGAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000192685,APHL000000134499,New Application,Connector
695,TENKASI,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000204169,APHL000000140793,Balance Transfer with Top-up,DIRECT
589,SURAT HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000201983,APHL000000137031,New Application,Connector
55,VARANASI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000199532,APHL000000138139,New Application,Connector
673,KENGERI BANGALORE,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199226,APHL000000137822,New Application,Connector
605,MEERUT HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000185151,APHL000000130846,New Application,DIRECT
666,ALWAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000182277,APHL000000129050,New Application,Connector
647,SANGRUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000202284,APHL000000139900,Balance Transfer with Top-up,Connector
636,VILLUPURAM HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000191418,APHL000000134133,Balance Transfer without Top-up,Connector
648,GORAKHPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161645,APHL000000118044,New Application,DIRECT
604,BAREILLY HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000199941,APHL000000138147,New Application,Connector
587,UDAIPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199923,APHL000000138298,New Application,Connector
491,BOISAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000168042,APHL000000137844,Top-up without Closure,DIRECT
415,RATLAM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000192784,APHL000000134059,New Application,DIRECT
665,ROORKEE HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000180638,APHL000000128468,New Application,Connector
412,DHAR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200376,APHL000000138853,New Application,Connector
694,KARUR,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000200348,APHL000000138829,New Application,Connector
573,Sanawad HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203778,APHL000000137145,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Extension,GLBCUST00000160472,APHL000000116151,New Application,DIRECT
636,VILLUPURAM HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161773,APHL000000118458,New Application,Connector
126,MADURAI,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000201279,APHL000000139342,Balance Transfer without Top-up,DIRECT
612,JAMNAGAR HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000201736,APHL000000137971,New Application,Connector
682,MUZAFFARNAGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000188430,APHL000000132091,New Application,DIRECT
607,SHIVAMOGGA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000184539,APHL000000128456,Top-up without Closure,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000195429,APHL000000136310,New Application,DIRECT
654,JHANSI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000178111,APHL000000127084,New Application,Connector
674,VIDISHA,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000192327,APHL000000132833,New Application,DIRECT
474,SHUJALPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000200280,APHL000000137565,New Application,DIRECT
415,RATLAM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000083279,APHL000000075102,New Application,DIRECT
127,SALEM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000154033,APHL000000114116,New Application,Connector
55,VARANASI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000202064,APHL000000137751,New Application,Connector
118,COIMBATORE,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000203884,APHL000000140670,Top-up without Closure,Connector
199,KOTA,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161411,APHL000000117909,New Application,DIRECT
412,DHAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202914,APHL000000140254,New Application,DIRECT
629,PITHAMPUR HL,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000161409,APHL000000117811,New Application,Connector
568,Khandwa,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200193,APHL000000137118,New Application,DIRECT
659,NOIDA HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000203928,APHL000000139644,New Application,Connector
654,JHANSI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000193312,APHL000000135079,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199597,APHL000000138231,New Application,DIRECT
574,Bolpur HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196314,APHL000000136875,New Application,Connector
587,UDAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000203504,APHL000000139761,Balance Transfer with Top-up,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196890,APHL000000136708,New Application,DIRECT
664,SHAHJAHANPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200798,APHL000000138094,New Application,Connector
536,KAKINADA,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156044,APHL000000115357,New Application,Connector
575,Tiruvanamalai HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Top-Up on HL BT,GLBCUST00000199918,APHL000000138385,Top-up without Closure,DIRECT
399,GHAZIABAD,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000194030,APHL000000135747,Balance Transfer without Top-up,Connector
474,SHUJALPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203317,APHL000000140532,New Application,DIRECT
523,TIRUNELVELI,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000183069,APHL000000129443,Balance Transfer without Top-up,DIRECT
412,DHAR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000195741,APHL000000135996,New Application,Connector
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000189645,APHL000000129907,New Application,DIRECT
219,GUNTUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000200543,APHL000000139004,Top-up without Closure,DIRECT
625,LUDHIANA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000198320,APHL000000137367,Top-up without Closure,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198858,APHL000000137854,New Application,DIRECT
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203916,APHL000000139501,New Application,DIRECT
589,SURAT HL,Home Loan,HOME LOAN,Balance Transfer - Home Loan,GLBCUST00000195156,APHL000000135330,Balance Transfer without Top-up,Connector
491,BOISAR,Home Loan,HOME LOAN,Under Construction - Builder Purchase,GLBCUST00000183500,APHL000000129796,New Application,Connector
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200157,APHL000000137577,New Application,DIRECT
552,BELAPUR-MUMBAI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Commercial Purchase,GLBCUST00000182424,APHL000000129152,New Application,Connector
642,DHANKAWADI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000205303,APHL000000141393,Balance Transfer without Top-up,Connector
474,SHUJALPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000185270,APHL000000131240,New Application,Connector
667,BHILWARA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000194163,APHL000000134244,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000124661,APHL000000099309,New Application,DIRECT
586,PATIALA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000157134,APHL000000115085,New Application,Connector
430,HOSHANGABAD,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196254,APHL000000136807,New Application,DIRECT
591,GUNA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000192273,APHL000000133209,Top-up without Closure,DIRECT
604,BAREILLY HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000162301,APHL000000118444,New Application,Connector
173,HARIDWAR,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000194648,APHL000000134345,New Application,Connector
595,JALANDHAR HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000202482,APHL000000139590,New Application,Connector
588,MYSORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000204470,APHL000000141457,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196970,APHL000000135185,New Application,DIRECT
536,KAKINADA,Home Loan,HOME LOAN,Self Construction,GLBCUST00000122351,APHL000000097886,New Application,Connector
588,MYSORE HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000204203,APHL000000140582,New Application,Connector
545,WAKAD,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000198107,APHL000000135263,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000125818,APHL000000099858,New Application,DIRECT
623,RO JAIPUR HL,Home Loan,HOME LOAN,Resale Purchase-Seller BT,GLBCUST00000199257,APHL000000137892,New Application,Connector
589,SURAT HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000200636,APHL000000134487,New Application,Connector
627,NASHIK HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000196996,APHL000000134929,New Application,DIRECT
55,VARANASI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000172611,APHL000000122161,New Application,Connector
622,AGRA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000201968,APHL000000138867,New Application,DIRECT
586,PATIALA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198635,APHL000000137456,New Application,DIRECT
540,SAHARANPUR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000197460,APHL000000136705,New Application,DIRECT
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000158594,APHL000000116563,New Application,DIRECT
472,DEWAS,Home Loan,HOME LOAN,Self Construction,GLBCUST00000147890,APHL000000111038,New Application,DIRECT
630,LUCKNOW HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000198451,APHL000000137545,New Application,DIRECT
604,BAREILLY HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000204128,APHL000000140082,New Application,Connector
652,GURUGRAM HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000150547,APHL000000111389,New Application,DIRECT
629,PITHAMPUR HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000195091,APHL000000134951,New Application,DIRECT
399,GHAZIABAD,Home Loan,HOME LOAN,Self Construction,GLBCUST00000122309,APHL000000097966,New Application,DSA
594,AHMEDNAGAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000164939,APHL000000118756,New Application,Connector
523,TIRUNELVELI,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000185003,APHL000000130717,Top-up without Closure,DIRECT
591,GUNA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201766,APHL000000139602,New Application,Connector
197,BHOPAL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201839,APHL000000139620,New Application,Connector
55,VARANASI,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000180930,APHL000000127823,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Extension,GLBCUST00000192851,APHL000000133249,New Application,DIRECT
666,ALWAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000182112,APHL000000128902,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000200216,APHL000000137408,New Application,Connector
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000141594,APHL000000103986,New Application,DIRECT
647,SANGRUR HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000201671,APHL000000139626,New Application,Connector
399,GHAZIABAD,Home Loan,HOME LOAN,Self Construction,GLBCUST00000155389,APHL000000114608,New Application,DIRECT
671,MORADABAD HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000152839,APHL000000113435,New Application,Connector
664,SHAHJAHANPUR HL,Home Loan,HOME LOAN,Renovation,GLBCUST00000192408,APHL000000134490,New Application,Connector
604,BAREILLY HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000180096,APHL000000127264,New Application,Connector
623,RO JAIPUR HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000199253,APHL000000137870,New Application,Connector
658,FIROZABAD HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196644,APHL000000137005,New Application,DIRECT
214,PALANPUR,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000202081,APHL000000139229,New Application,Connector
62,JODHPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000144941,APHL000000109344,New Application,Connector
642,DHANKAWADI HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000201534,APHL000000138798,Top-up without Closure,Connector
399,GHAZIABAD,Home Loan,HOME LOAN,Resale Purchase-Seller BT,GLBCUST00000199865,APHL000000138180,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000192449,APHL000000134690,New Application,Connector
392,UNNAO,Home Loan,HOME LOAN,Self Construction,GLBCUST00000158935,APHL000000115713,New Application,DIRECT
569,VIRAR MUMBAI,Home Loan,HOME LOAN,Resale Purchase-Seller BT,GLBCUST00000198565,APHL000000137658,New Application,Alternate Channel
566,SANGAREDDY,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000198708,APHL000000136375,New Application,Connector
577,Thane HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000205512,APHL000000141741,Top-up without Closure,DIRECT
472,DEWAS,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000203220,APHL000000140575,Top-up without Closure,DIRECT
577,Thane HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000205507,APHL000000141512,Top-up without Closure,DIRECT
258,L B NAGAR - HYDERABAD,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000193161,APHL000000135060,New Application,Connector
180,UJJAIN,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202658,APHL000000139779,New Application,DIRECT
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000161591,APHL000000118441,New Application,DIRECT
653,SIKAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202280,APHL000000139447,New Application,DIRECT
671,MORADABAD HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198453,APHL000000137441,New Application,DIRECT
494,THENI,Home Loan,HOME LOAN,Self Construction,GLBCUST00000188852,APHL000000133202,New Application,Connector
55,VARANASI,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000197253,APHL000000136167,New Application,Connector
682,MUZAFFARNAGAR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000190484,APHL000000130635,New Application,DIRECT
587,UDAIPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000188555,APHL000000133137,New Application,DIRECT
385,BHIMAVARAM,Home Loan,HOME LOAN,Self Construction,GLBCUST00000199735,APHL000000138361,New Application,DIRECT
633,FARIDABAD HL,Home Loan,HOME LOAN,Plot Purchase Plus Construction,GLBCUST00000199945,APHL000000137980,New Application,DIRECT
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000125241,APHL000000098662,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000196851,APHL000000132802,New Application,Connector
213,AMRITSAR,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000190041,APHL000000133276,New Application,Connector
636,VILLUPURAM HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000203826,APHL000000140133,New Application,Connector
630,LUCKNOW HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000125869,APHL000000099441,New Application,Connector
625,LUDHIANA HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000201479,APHL000000133996,New Application,DIRECT
611,GANDHIDHAM HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000198329,APHL000000137281,Top-up without Closure,DIRECT
615,INDORE HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000206901,APHL000000141992,Top-up without Closure,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000197065,APHL000000136410,New Application,DIRECT
584,PANIPAT HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198468,APHL000000137411,New Application,DIRECT
180,UJJAIN,Home Loan,HOME LOAN,Self Construction,GLBCUST00000125292,APHL000000099523,New Application,DIRECT
625,LUDHIANA HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000200897,APHL000000139223,New Application,DIRECT
623,RO JAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000202012,APHL000000139575,New Application,Connector
648,GORAKHPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000122680,APHL000000097764,New Application,Connector
666,ALWAR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000198359,APHL000000137521,New Application,Connector
634,CHANDIGARH HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000206535,APHL000000141794,Top-up without Closure,DIRECT
560,FARIDKOT,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000203743,APHL000000140309,Top-up without Closure,DIRECT
420,KAITHAL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000168920,APHL000000122575,New Application,DIRECT
623,RO JAIPUR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000205591,APHL000000141831,New Application,DIRECT
592,GWALIOR HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000206290,APHL000000139798,Balance Transfer with Top-up,DIRECT
401,MATHURA,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000201896,APHL000000138447,New Application,Connector
698,MADURAI HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000160402,APHL000000117375,New Application,Connector
472,DEWAS,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Topup on Existing Loan,GLBCUST00000201586,APHL000000139557,Top-up without Closure,DIRECT
622,AGRA HL,Home Loan,HOME LOAN,Resale Purchase,GLBCUST00000197642,APHL000000136973,New Application,Connector
258,L B NAGAR - HYDERABAD,Home Loan,HOME LOAN,Self Construction,GLBCUST00000184925,APHL000000130875,New Application,DIRECT
540,SAHARANPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000155805,APHL000000115011,New Application,DIRECT
615,INDORE HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Commercial Purchase,GLBCUST00000185139,APHL000000130714,New Application,Connector
625,LUDHIANA HL,Home Loan,HOME LOAN,Ready - Builder Purchase,GLBCUST00000188595,APHL000000131034,New Application,Connector
618,AURANGABAD HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,BT LAP,GLBCUST00000201042,APHL000000139343,Balance Transfer with Top-up,Connector
53,VIJAYAWADA,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203782,APHL000000140819,New Application,Connector
474,SHUJALPUR,Home Loan,HOME LOAN,Self Construction,GLBCUST00000156756,APHL000000115779,New Application,DIRECT
654,JHANSI HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000166455,APHL000000120762,New Application,DIRECT
587,UDAIPUR HL,Loan Against Property,LOAN AGAINST PROPERTY - HFC,Fresh LAP,GLBCUST00000203230,APHL000000140501,New Application,Connector
615,INDORE HL,Home Loan,HOME LOAN,Self Construction,GLBCUST00000186635,APHL000000131158,New Application,DIRECT
536,KAKINADA,Home Loan,HOME LOAN,Self Construction,GLBCUST00000202152,APHL000000139356,New Application,Connector
